,runtime,area,pe_area_ratio,PE,L1_size,L2_size,PE_area,L1_area,L2_area,best_sol
0,569773.0,109411.584,0.43300716677312706,168.0,54.0,81096.0,47376.0,6241.535999999999,55794.047999999995,"[['Y', 155], ['X', 104], ['K', 26], ['Y', 1], ['R', 3], ['S', 3], ['C', 2], ['K', 13], ['C', 1], ['K', 1], ['S', 3], ['Y', 1], ['X', 1], ['R', 3]]"
